rank,title,studio,gross,year
11964,Shoujyo: The Adolescent,Indic.,65171.0,2005
11965,Through a Lens Darkly,FRun,65169.0,2014
11966,Julia (2009),Magn.,65108.0,2009
11967,Aberdeen,FRun,65090.0,2001
11968,Racing Dreams,Hann.,65082.0,2010
11969,The Wild Child (re-issue),FDesk,65051.0,2008
11970,CSNY: Deja Vu,RAtt.,65025.0,2008
11971,Right at Your Door,RAtt.,65018.0,2007
11972,Nice Girls Don't Explode,NW,65000.0,1987
11973,3 Faces,KL,64981.0,2019
11974,James' Journey to Jerusalem,Zeit.,64967.0,2004
11975,Toys in the Attic,Hann.,64918.0,2012
11976,Bloodline,CLS,64698.0,2008
11977,Monsieur Verdoux (re-issue),FDesk,64636.0,2008
11978,Battle of the Brides (Co Dau Dai Chien),Vari.,64572.0,2011
11979,Serbis,Reg.,64536.0,2009
11980,The Duke of Burgundy,IFC,64521.0,2015
11981,Let the Fire Burn,Zeit.,64489.0,2013
11982,Even Money,YFG,64458.0,2007
11983,The Teacher,FM,64437.0,2017
11984,My Lucky Star,CL,64432.0,2013
11985,Girlfriend Boyfriend - GF BF,CL,64414.0,2012
11986,Just a Kiss,ParC,64389.0,2002
11987,D'Lucky Ones,ABS,64352.0,2006
11988,Rock School,PicH,64310.0,2005
11989,Cohen and Tate,Hemd,64227.0,1989
11990,Losing Chase,CFP,64161.0,1996
11991,Feng Shui (Myung Dang),CJ,64147.0,2018
11992,The World,Zeit.,64123.0,2005
11993,Art of the Steal,RTWC,64065.0,2014
11994,Chihwaseon,Kino,64029.0,2003
11995,The Human Resources Manager,FM,64014.0,2011
11996,Jealousy,Distrib.,63946.0,2014
11997,"Monrovia, Indiana",Zipp.,63944.0,2018
11998,Microbe & Gasoline,Scre.,63802.0,2016
11999,The Office,CL,63675.0,2015
12000,Dans Paris,IFC,63667.0,2007
12001,Her Majesty,Pan.,63652.0,2004
12002,Heropanti,UTV,63649.0,2014
12003,The Details,RTWC,63595.0,2012
12004,The Tenth Man,KL,63564.0,2016
12005,A Plumm Summer,Free,63521.0,2008
12006,S.F.W.,Gram.,63513.0,1995
12007,All About Eve,Fox,63463.0,1950
12008,National Lampoon's Movie Madness,UA,63405.0,1982
12009,Untold Scandal,Kino,63332.0,2004
12010,Trapped (2016),Abr.,63241.0,2016
12011,I Can Speak,CJ,63239.0,2017
12012,Liz and the Blue Bird,Elev.,63204.0,2018
12013,Delta of Venus,FL,63174.0,1995
12014,The Nines,NM,63165.0,2007
12015,Skills Like This,Shad.,63163.0,2009
12016,No Tears for the Dead,CJ,63063.0,2014
12017,Summer Palace,Palm,63045.0,2008
12018,Creative Control,Magn.,63014.0,2016
12019,Let the Bullets Fly,Vari.,63012.0,2012
12020,Aftershock (Tangshan Dadizhen),CL,62962.0,2010
12021,Private Property,NYer,62897.0,2007
12022,The Mudge Boy,Strand,62852.0,2004
12023,The Gardener,Grav.,62734.0,2018
12024,Cool It,RAtt.,62713.0,2010
12025,No Such Thing,MGM,62703.0,2002
12026,Survival Quest,MGM,62683.0,1989
12027,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Magn.,62660.0,2015
12028,Becoming Traviata,Distrib.,62652.0,2013
12029,The Order of Myths,CGld,62645.0,2008
12030,Meet Bill,First,62597.0,2008
12031,Tomorrow,UTMW,62511.0,2017
12032,The Last Sentence,MBox,62506.0,2014
12033,The Providence Effect,Slow,62500.0,2009
12034,The Tiger Hunter,Shout!,62398.0,2017
12035,Mail Order Wife,Tar.,62387.0,2005
12036,Vajra Sky Over Tibet,Truly,62356.0,2006
12037,Mifune: The Last Samurai,Strand,62279.0,2016
12038,Maya Lin: A Strong Clear Vision,OcR,62186.0,1995
12039,Public Speaking,Rialto,62173.0,2011
12040,Posterboy,Reg.,62062.0,2006
12041,Proteus,Strand,62031.0,2004
12042,Trigun: Badlands Rumble,Elev.,62027.0,2011
12043,Tragedy Girls,G&S,61899.0,2017
12044,Love Is All There Is,Gold.,61875.0,1996
12045,Alice's House (A Casa de Alice),Vita.,61822.0,2008
12046,King Lear,Can.,61821.0,1988
12047,If a Tree Falls: A Story of the Earth Liberation Front,Osci.,61794.0,2011
12048,Love at Stake,TriS,61789.0,1988
12049,Sightseers,IFC,61782.0,2013
12050,Viva Riva!,MBox,61759.0,2011
12051,Deal,MGM,61626.0,2008
12052,Alamar,FM,61613.0,2010
12053,Flowers,MBox,61568.0,2015
12054,Only You,CL,61565.0,2015
12055,Backwards,Da.,61465.0,2012
12056,Time of the Wolf,Palm,61439.0,2004
12057,Donald Cried,Orch.,61406.0,2017
12058,Silent Tongue,Trim.,61274.0,1994
12059,Never Goin' Back,A24,61271.0,2018
12060,Judy Berlin,Shoot.,61236.0,2000
12061,Young and Beautiful,IFC,61067.0,2014
12062,Dark Star: H.R. Giger's World,Icar.,61044.0,2015
12063,War Photographer,FRun,61040.0,2002
12064,Don't Stop Believin': Everyman's Journey,Cdgm.,61018.0,2013
12065,The Holy Mountain (re-issue),Abk.,61001.0,2007
12066,Love and Honor,Elev.,60910.0,2008
12067,Chelsea Walls,Lions,60902.0,2002
12068,The Wicker Man - Final Cut,Rialto,60891.0,2013
12069,The Good Old Naughty Days,Strand,60862.0,2003
12070,It's Pat,BV,60822.0,1994
12071,It's a Disaster,Osci.,60818.0,2013
12072,You I Love,Pict.,60815.0,2004
12073,Girlhood (2015),Strand,60765.0,2015
12074,Aurora Borealis,Reg.,60729.0,2006
12075,The Bulgarian Lovers,TLA,60712.0,2004
12076,Rachel River,Tau,60698.0,1989
12077,Mister Foe,Magn.,60641.0,2008
12078,How to Live Forever,Vari.,60630.0,2011
12079,Viper Club,RAtt.,60607.0,2018
12080,Noi,Palm,60555.0,2004
12081,Siddharth,Zeit.,60537.0,2014
12082,The Long Way Home,7Art,60509.0,1997
12083,Too Late,Vanishing,60438.0,2016
12084,Jerichow,CGld,60379.0,2009
12085,Treeless Mountain,Osci.,60336.0,2009
12086,Limelight,Magn.,60335.0,2011
12087,Boogie Man: The Lee Atwater Story,IPos.,60332.0,2008
12088,Worlds Apart,CLS,60298.0,2017
12089,Crime After Crime,LSF,60291.0,2011
12090,Girl Asleep,Osci.,60289.0,2016
12091,Joe the King,Trim.,60279.0,1999
12092,Neighboring Sounds,CGld,60255.0,2012
12093,Ikiru (Re-issue),Cow.,60239.0,2002
12094,Jauja,CGld,60231.0,2015
12095,How I Live Now,Magn.,60213.0,2013
12096,War and Peace (2019 re-release),Jan.,60203.0,2019
12097,Silent Light,PalT,60200.0,2009
12098,Presenting Princess Shaw,Magn.,60197.0,2016
12099,Carnage,Wells,60158.0,2003
12100,Gueros,KL,60114.0,2015
12101,Just One Drop,Gathr,60078.0,2017
12102,Gregory Crewdson: Brief Encounters,Zeit.,60064.0,2012
12103,Cooties,LGP,60058.0,2015
12104,Manolo: The Boy Who Made Shoes for Lizards,MBox,60056.0,2017
12105,Down and Out with the Dolls,Indic.,60000.0,2003
12106,The Million Dollar Hotel,Lions,59989.0,2001
12107,3 (2011),Strand,59954.0,2011
12108,The Force (2017),KL,59912.0,2017
12109,Bicycling with Moliere,Strand,59874.0,2014
12110,The Alarmist,Lions,59864.0,1998
12111,Where is Kyra?,Great Point,59717.0,2018
12112,Frontera,Magn.,59696.0,2014
12113,Wetlands,Strand,59478.0,2014
12114,Murder 2,Eros,59472.0,2011
12115,Time Renegades,CJ,59425.0,2016
12116,Cheap Thrills,Drft.,59424.0,2014
12117,Ten Little Indians,Can.,59405.0,1989
12118,Sweet Dreams (2013),ICir,59403.0,2013
12119,Bomb City,Grav.,59329.0,2018
12120,Bang! The Bert Berns Story,Abr.,59299.0,2017
12121,Crossing the Line (1991),Mira.,59227.0,1991
12122,Walk of Shame,FCW,59209.0,2014
12123,Roman Polanski: Wanted and Desired,Think,59192.0,2008
12124,Phobia,Par.,59167.0,1980
12125,The Young Unknowns,Indic.,59166.0,2003
12126,Digimon Adventure Tri. 4: Loss,Fathom,59114.0,2018
12127,Declaration of War,IFC,59100.0,2012
12128,The Trials of Muhammad Ali,KL,59081.0,2013
12129,Vulgaria,CL,59059.0,2012
12130,Screen Door Jesus,Indic.,59000.0,2005
12131,"Westwood: Punk, Icon, Activist",Greenwich,58979.0,2018
12132,Shiloh 2: Shiloh Season,Leg.,58946.0,1999
12133,The One I Wrote For You,Abr.,58872.0,2014
12134,Sonatine,Roll.,58834.0,1998
12135,Maxed Out,Magn.,58829.0,2007
12136,Side By Side,Trib.,58825.0,2012
12137,The Aura,IFC,58804.0,2006
12138,What We Do Is Secret,PArch,58776.0,2008
12139,Sagrada: The Mystery of Creation,FRun,58755.0,2014
12140,I Smile Back,BG,58738.0,2015
12141,Mother of Tears,Myr.,58669.0,2008
12142,Wasabi Tuna,Cafe,58667.0,2004
12143,The Conformist (2014 re-release),KL,58657.0,2014
12144,Horn From the Heart,Abr.,58597.0,2018
12145,Eyes Without a Face (Re-issue),Rialto,58565.0,2003
12146,Aftershock,RTWC,58510.0,2013
12147,Home Delivery,Eros,58499.0,2005
12148,And God Spoke,Art.,58484.0,1994
12149,Four Seasons Lodge,FRun,58334.0,2009
12150,Rudderless,Gold.,58293.0,2014
12151,Gozu,Path.,58202.0,2004
12152,Cynthia,Indic.,58177.0,2018
12153,Faust,Leis.,58132.0,2013
12154,Betty,MK2,58099.0,1993
12155,In Search of Greatness,Art of Sport,58090.0,2018
12156,Prey for Rock and Roll,MAC,58040.0,2003
12157,Voices of Iraq,Magn.,57999.0,2004
12158,Il Boom (2017 re-release),Rialto,57962.0,2017
12159,House of Fools,ParC,57862.0,2003
12160,The End of Poverty?,CLS,57805.0,2009
12161,Vanishing Time: A Boy Who Returned,Dreamwest,57759.0,2016
12162,Rififi (2015 re-release),Rialto,57749.0,2015
12163,Command and Control,AEF,57635.0,2016
12164,Only the Strong Survive,Mira.,57581.0,2003
12165,Woman Walks Ahead,A24,57528.0,2018
12166,Sold,Mats.,57527.0,2016
12167,Borgman,Drft.,57474.0,2014
12168,"Patrik, Age 1.5",Reg.,57468.0,2009
12169,Lost in Thailand,WAMCR,57387.0,2013
12170,Bhavesh Joshi Superhero,Eros,57376.0,2018
12171,Ramen Heads,FB,57345.0,2018
12172,Finding Amanda,Magn.,57297.0,2008
12173,Keys to Tulsa,Gram.,57252.0,1997
12174,Kuch Khatti Kuch Meethi,Eros,57188.0,2001
12175,Gumby: The Movie,Arro.,57100.0,1995
12176,Red Joan,IFC,57053.0,2019
12177,Pele: Birth of a Legend,IFC,57046.0,2016
12178,The Way We Laughed,NYer,57009.0,2001
12179,The Embalmer,FRun,56878.0,2003
12180,The Canyons,IFC,56825.0,2013
12181,The Rocket (2014),KL,56823.0,2014
12182,Ilo Ilo,FM,56773.0,2014
12183,Harvard Man,Cow.,56653.0,2002
12184,Children of the Century,Emp.,56611.0,2002
12185,The Bag Man,Cdgm.,56574.0,2014
12186,Farmageddon,KMP,56573.0,2011
12187,The Two of Us,Rialto,56558.0,2005
12188,Django,UTMW,56556.0,2018
12189,DONGJU: The Portrait of a Poet,CJ,56550.0,2016
12190,Beyond the Black Rainbow,Magn.,56491.0,2012
12191,Fast Color,LGF,56483.0,2019
12192,The Turin Horse,CGld,56391.0,2012
12193,Beautiful Losers,Side.,56386.0,2008
12194,Big Men,Abr.,56286.0,2014
12195,Saving Brinton,BOP,56218.0,2017
12196,Chapter 27,PArch,56215.0,2008
12197,Divan,Zeit.,56214.0,2004
12198,Wedding Doll,Strand,56196.0,2016
12199,Kart Racer,All.,56146.0,2003
12200,Feast,W/Dim.,56131.0,2006
12201,Dorm Daze,120,56127.0,2003
12202,Promenons-nous dans les bois,Pha.,56119.0,2000
12203,In Bloom,BWP,56092.0,2014
12204,"God Said, 'Ha!'",Mira.,55970.0,1999
12205,Nijinsky: The Diaries of...,Wells,55968.0,2002
12206,Beautiful Creatures,Focus,55835.0,2001
12207,Terms and Conditions May Apply,Vari.,55824.0,2013
12208,L'attesa,Osci.,55804.0,2016
12209,Looking for Eric,IFC,55804.0,2010
12210,Triad Election,Tar.,55758.0,2007
12211,Sangre de Mi Sangre,IFC,55730.0,2008
12212,Hellion,IFC,55708.0,2014
12213,Wings of Honneamise,Tara,55572.0,1995
12214,Finding Joe,Bal.,55518.0,2011
12215,The Boys: The Sherman Brothers' Story,BV,55513.0,2009
12216,The Lovers and the Despot,Magn.,55511.0,2016
12217,Entertainment,Magn.,55506.0,2015
12218,The Paris Opera,FM,55482.0,2017
12219,The Other Side of the Street,Strand,55459.0,2005
12220,Anthony Kaun Hai,AdL.,55418.0,2006
12221,Voyage of Time: The IMAX Experience,Imax,55409.0,2016
12222,That Man: Peter Berlin,Gori.,55398.0,2006
12223,Bajatey Raho,Eros,55397.0,2013
12224,Into Eternity,ICir,55366.0,2011
12225,Dracula: Pages from a Virgin's Diary,Zeit.,55365.0,2003
12226,C.O.G.,Scre.,55301.0,2013
12227,Natural Selection,CGld,55282.0,2012
12228,Roadside Romeo,Yash,55202.0,2008
12229,The Tracker,Artma,55188.0,2004
12230,Shadow of China,NL,55166.0,1991
12231,Dirty Girl,Wein.,55125.0,2011
12232,American Dream: Detroit,Fathom,55092.0,2018
12233,Regression,W/Dim.,55039.0,2016
12234,Le Joli Mai,Icar.,55038.0,2013
12235,Clown,W/Dim.,55007.0,2016
12236,Swimming Upstream,MGM,54965.0,2005
12237,Ciao America,NAm.,54965.0,2002
12238,Canelo vs Rocky,Fathom,54916.0,2018
12239,Starred Up,Trib.,54915.0,2014
12240,Snowmen,Cdgm.,54805.0,2011
12241,Once in the Life,Lions,54780.0,2000
12242,Orphans,Shoot.,54754.0,2000
12243,Six Ways to Sunday,Strat.,54751.0,1999
12244,10th & Wolf,Think,54702.0,2006
12245,The Nature of Existence,WS,54645.0,2010
12246,In a Dream,ICir,54640.0,2009
12247,Lucky Break,Par.,54606.0,2002
12248,Grand Champion,Inn.,54579.0,2004
12249,The Lottery,Vari.,54543.0,2010
12250,Half of a Yellow Sun,Mont.,54529.0,2014
12251,Twentynine Palms,Wells,54523.0,2004
12252,The Harimaya Bridge,Elev.,54473.0,2010
12253,The Grandfather,Mira.,54468.0,1999
12254,La Boheme,Emr.,54464.0,2009
12255,L.A. Twister,Indic.,54444.0,2004
12256,RRRrrrr!!!,Chri.,54361.0,2004
12257,Schizo,Pict.,54357.0,2005
12258,Digimon Adventure Tri. 6: Future,Fathom,54324.0,2018
12259,Harlan: In the Shadow of Jew Suss,Zeit.,54305.0,2010
12260,The Search for General Tso,IFC,54275.0,2015
12261,Diary of a Chambermaid,Cohen,54235.0,2016
12262,Return of the Living Dead III,Trim.,54207.0,1993
12263,Mission Park,AMP,54204.0,2013
12264,Extraordinary Mission,Crimson,54174.0,2017
12265,Jungle,Eros,54125.0,2000
12266,My King (Mon roi),FM,54114.0,2016
12267,The Ark of Mr. Chow,CL,54075.0,2015
12268,Broken Hill,AAMP,54058.0,2009
12269,Low Down,Osci.,54051.0,2014
12270,Beloved Sisters,MBox,54030.0,2015
12271,Hateship Loveship,IFC,54030.0,2014
12272,Deitrick Haddon's A Beautiful Soul,TMF&RE,54008.0,2012
12273,Dangerous Liaisons (2012),WGUSA,54000.0,2012
12274,Surviving Progress,FRun,53953.0,2012
12275,Afraid of the Dark,FL,53932.0,1992
12276,"1,000 Times Good Night",FM,53895.0,2014
12277,At Middleton,Anch.,53837.0,2014
12278,Ballot Measure 9,Zeit.,53819.0,1995
12279,Free Men,FM,53810.0,2012
12280,Bart Got a Room,Anch.,53760.0,2009
12281,Not Forgotten,Anch.,53744.0,2009
12282,Hukkle,Shad.,53715.0,2003
12283,The Other F Word,Osci.,53714.0,2011
12284,Leonie,Mont.,53692.0,2013
12285,Intimate Relations,FoxS,53662.0,1997
12286,In a Valley of Violence,FCW,53647.0,2016
12287,Kalamazoo?,Reel,53609.0,2006
12288,Mannat,Eros,53589.0,2006
12289,La Petite Jerusalem,Kino,53580.0,2006
12290,Under the Domim Tree,Strand,53532.0,1996
12291,God of War,WGUSA,53496.0,2017
12292,Pandora's Box (1929) (re-issue),Kino,53485.0,2006
12293,Plagues and Pleasures on the Salton Sea,Tila.,53471.0,2006
12294,High Strung (2016),Pala.,53447.0,2016
12295,God of Vampires,Noct.,53345.0,2010
12296,High Lonesome: The Story of Bluegrass Music,Tara,53319.0,1994
12297,Ugly Me,ArcA.,53250.0,2008
12298,"Police, Adjective",IFC,53206.0,2009
12299,Boys Life 4: Four Play,Strand,53169.0,2003
12300,Aloft,SPC,53086.0,2015
12301,The Great Silence (2018 re-release),FM,53074.0,2018
12302,A Trip to the Moon/The Extraordinary Voyage,FA,52986.0,2012
12303,Ping Pong Summer,Grav.,52909.0,2014
12304,Twiceland,CJ,52874.0,2018
12305,Finishing the Game,IFC,52868.0,2007
12306,Billy the Kid,Elep.,52823.0,2007
12307,To Be Takei,SM,52823.0,2014
12308,Southie,Lions,52819.0,1999
12309,Occupy Unmasked,Magn.,52768.0,2012
12310,The Club,MBox,52761.0,2016
12311,Being 17,Strand,52713.0,2016
12312,"Women, Art, Revolution",Zeit.,52681.0,2011
12313,Reggie's Prayer,Arro.,52665.0,1997
12314,Prisoners of the Sun,Skou,52654.0,1991
12315,Close to You,ABS,52654.0,2006
12316,PIERROT LE FOU,Jan.,52640.0,2007
12317,A Brother's Kiss,First,52632.0,1997
12318,Red Lights (2012),MNE,52624.0,2012
12319,Jodi Breakers,Yash,52618.0,2012
12320,Hatchet 2,Vita.,52604.0,2010
12321,The Chumscrubber,NM,52597.0,2005
12322,Forza del Destino at Florence,Emr.,52577.0,2008
12323,The Last Man on the Moon,Grav.,52482.0,2016
12324,Cropsey,CP,52476.0,2010
12325,Visual Acoustics,Arth.,52467.0,2009
12326,Going Attractions: The Definitive Story of the American Drive-in Movie,DID,52458.0,2013
12327,OPA!,Cdgm.,52453.0,2009
12328,The Only Thrill,Leg.,52436.0,1998
12329,Trucker,Mont.,52429.0,2009
12330,Breath Made Visible,Argo.,52387.0,2010
12331,$9.99,Reg.,52384.0,2008
12332,Digimon Adventure Tri. 5: Coexistence,Fathom,52339.0,2018
12333,The Spirit of '76,Col.,52310.0,1990
12334,The Human Experience,Gr.,52296.0,2010
12335,Dynamite Warrior,Magn.,52292.0,2007
12336,Breaking the Rules,Mira.,52285.0,1992
12337,My Journey Through French Cinema,Cohen,52214.0,2017
12338,Nunzio,Uni.,52195.0,1978
12339,Dare Not Walk Alone,Indic.,52166.0,2008
12340,The Missing Picture,Strand,52164.0,2014
12341,Follow Me Home,NMl.,52155.0,1997
12342,"Surfer, Dude",Anch.,52132.0,2008
12343,Before We Vanish,Super,52087.0,2018
12344,Screamers (2006),Maya,52034.0,2006
12345,Herod's Law,Ven.,52000.0,2003
12346,My Annoying Brother,CJ,51996.0,2016
12347,Exiled,Magn.,51957.0,2007
12348,Will It Snow for Christmas?,Zeit.,51950.0,1997
12349,Cemetery of Splendor,Strand,51950.0,2016
12350,Julian Po,FL,51942.0,1997
12351,Hiding and Seeking,FRun,51936.0,2004
12352,Strength and Honor,Slow,51933.0,2007
12353,Disorder,IFC,51879.0,2016
12354,The Quay Brothers in 35mm,Zeit.,51858.0,2015
12355,Beautiful Accident,CL,51766.0,2017
12356,The Snowman Trek,Fathom,51743.0,2018
12357,Wanda (2018 re-release),Jan.,51713.0,2018
12358,Home of the Brave,MGM,51708.0,2006
12359,Burma VJ,Osci.,51672.0,2009
12360,"This World, Then the Fireworks",MGM,51618.0,1997
12361,Moonlight,Indic.,51570.0,2006
12362,Agnivarsha - The Fire and the Rain,Cineb.,51549.0,2002
12363,Boss of It All,IFC,51548.0,2007
12364,The Motel,Palm,51540.0,2006
12365,Tickling Giants,Sarkasmos,51499.0,2017
12366,Pulse (2005),Magn.,51420.0,2005
12367,Over Your Cities Grass Will Grow,AM,51301.0,2011
12368,Venus and Serena,Magn.,51271.0,2013
12369,Fall,5Min.,51266.0,1997
12370,Switchblade Sisters (Re-issue),Roll.,51264.0,1996
12371,Amu,Emr.,51251.0,2007
12372,God's Sandbox,Indic.,51246.0,2005
12373,God Loves Uganda,Vari.,51229.0,2013
12374,Battleship Potemkin (2011 re-issue),Kino,51198.0,2011
12375,Vatel,Mira.,51080.0,2000
12376,The Unknowns,Gathr,51035.0,2016
12377,Alila,Kino,50961.0,2004
12378,The Ogre,Kino,50935.0,1998
12379,We Come As Friends,BBC,50921.0,2015
12380,Grace Is Gone,Wein.,50899.0,2007
12381,I Am Not a Witch,FM,50868.0,2018
12382,Like for Likes,CJ,50839.0,2016
12383,Gunnin' for That #1 Spot,Osci.,50804.0,2008
12384,johns,First,50789.0,1997
12385,Sirf Tum,Eros,50785.0,1999
12386,Long Night's Journey Into Day,7Art,50715.0,2000
12387,December Boys,WIP,50715.0,2007
12388,Sukiyaki Western Django,First,50659.0,2008
12389,The Line King: Al Hirschfeld,Castle,50605.0,1996
12390,The Ornithologist,Strand,50511.0,2017
12391,After Midnight,Avat.,50469.0,2004
12392,Keep Quiet,KL,50451.0,2017
12393,American Casino,Argo.,50437.0,2009
12394,Legend of the Fist: The Return of Chen Zhen,Vari.,50433.0,2011
12395,Painted Skin: The Resurrection,WGUSA,50425.0,2012
12396,Wake in Fright,Drft.,50394.0,2012
12397,Hollywood Vice Squad,Conc,50379.0,1986
12398,Spontaneous Combustion,Tau,50367.0,1990
12399,The Fitzgerald Family Christmas,Trib.,50292.0,2012
12400,In the Shadow of Women,Distrib.,50291.0,2016
12401,The Take (2016),HTR,50269.0,2016
12402,Harry & Meghan - The Royal Wedding,Fathom,50264.0,2018
12403,The Warrior,Mira.,50257.0,2005
12404,The Retrieval,Vari.,50257.0,2014
12405,You'll Get Over It,Pict.,50256.0,2004
12406,In Order of Disappearance,Magn.,50251.0,2016
12407,The Treasure,SDS,50203.0,2016
12408,The Yes Men Are Revolting,Orch.,50190.0,2015
12409,Tristan und Isolde at La Scala,Emr.,50172.0,2008
12410,The Advocate: A Missing Body,CJ,50162.0,2015
12411,Heist (2015),LGP,50136.0,2015
12412,The Strange Case of Angelica,CGld,50135.0,2010
12413,Fatima,KL,50105.0,2016
12414,Royal Kill,21CF,50090.0,2009
12415,A Family Affair,SmlP,50075.0,2003
12416,Them,Slow,50057.0,2007
12417,Le combat dans l'île (1962),FDesk,50039.0,2009
12418,Black '47,IFC,50026.0,2018
12419,The Discoverers,Quad,50020.0,2014
12420,Frank & Jesse,Trim.,50004.0,1994
12421,Hamsun,FRun,50000.0,1997
12422,AKA,Emp.,49988.0,2003
12423,The Bridge of San Luis Rey,FL,49981.0,2005
12424,Spring (2015),Drft.,49970.0,2015
12425,On the Outs,Fader,49940.0,2005
12426,Transformation: The Life and Legacy of Werner Erhard,ReelD,49919.0,2007
12427,Putty Hill,CGld,49918.0,2011
12428,How to Kill Your Neighbor's Dog,AL,49894.0,2002
12429,Fakers,Indic.,49880.0,2007
12430,Pianomania,FRun,49852.0,2011
12431,Difret,TA,49667.0,2015
12432,The Fantasticks,MGM,49666.0,2000
12433,Curdled,Roll.,49620.0,1996
12434,NOW: In the Wings on a World Stage,Spa.,49591.0,2014
12435,Ciao,Reg.,49494.0,2008
12436,Red Herring,Indic.,49480.0,2015
12437,Zus & Zo,Life,49468.0,2003
12438,Brighton Rock (re-issue),Rialto,49466.0,2009
12439,Eureka,Shoot.,49388.0,2001
12440,Boarding Gate,Magn.,49333.0,2008
12441,Shirin in Love,SSR,49254.0,2014
12442,Confusion of Genders,Pict.,49237.0,2003
12443,The Amati Girls,Prov.,49136.0,2001
12444,La Rondine at Fenice,Emr.,49088.0,2008
12445,Assisted Living,Econ.,49048.0,2005
12446,13B,AdL.,49043.0,2009
12447,Mini's First Time,FInd.,49034.0,2006
12448,Orgasm Inc.,FRun,49001.0,2011
12449,Chocolate (2005),Eros,49000.0,2005
12450,Box Elder,N/A,48996.0,2008
12451,Alice Neel,SeeT,48969.0,2007
12452,Bolivar Soy Yo,Ven.,48911.0,2002
12453,The Internet's Own Boy,FB/Part.,48911.0,2014
12454,The Situation,Shad.,48896.0,2007
12455,The Seven Five,IFC,48869.0,2015
12456,The Bounty Killer,Indic.,48815.0,2019
12457,A Thousand Clouds of Peace,Strand,48782.0,2004
12458,Munnabhai Mbbs,Eros,48772.0,2003
12459,The Perfect Host,Magn.,48764.0,2011
12460,Ghosts of Cite Soleil,Think,48752.0,2007
12461,A Birder's Guide to Everything,Scre.,48713.0,2014
12462,American Mustang,Vita.,48700.0,2014
12463,Hal,Osci.,48698.0,2018
12464,Bangistan,Eros,48694.0,2015
12465,Mademoiselle C,Cohen,48668.0,2013
12466,The China Hustle,Magn.,48650.0,2018
12467,Shakespeare Behind Bars,ICir,48594.0,2006
12468,Love U Mr. Kalakaar,Eros,48557.0,2011
12469,Viva La Liberta,Distrib.,48541.0,2014
12470,Person To Person,Magn.,48499.0,2017
12471,Following,Zeit.,48482.0,1999
